X,Y
0.686721863852835,-0.9571582149207633
2.8981605683229135,-2.7519452409160134
2.5089954617170367,-1.5132326775759892
-0.17481170398216705,0.3862644678197755
-1.9272447564178383,1.0021729757815443
-4.4497165315389955,3.4099863618547737
-4.4797172768959514,3.2533252280170277
-0.22433285211579584,0.6620468313442287
-4.817153932613634,4.598760842488489
0.3020562519403186,0.20071653874736042
-0.8481990966697034,2.0016028954178706
4.325452921570948,-1.8421912200330248
-0.6136952591888429,0.468292303983666
0.2128802456157693,-0.898311007818011
-1.5044478146926152,1.106469569932584
-0.8802472429943536,0.23930456481435147
0.6600377439144475,0.7288127065685457
-2.7278835375072443,0.14458984883195614
2.639152227317252,-3.508765079046169
2.9285795362590115,-1.845310710755936
0.43920558675122634,1.7958092093928415
3.8807726580366078,-2.839967232463266
0.4285165289402957,-0.6175936950989372
-2.6149658819652624,-0.1631103087741994
-1.4285927728977292,1.3951100338407598
-0.5434368509835774,0.3103411928509894
0.5668166680921256,-0.10435516472293166
-1.4118152956440042,2.67994503643845
-0.3005742830655935,0.7812229416954042
0.35359745565262607,-0.9299391518351174
-0.6272763785286178,-0.5759269740432302
0.9074581554070325,-1.000766942168062
-2.253450599660717,2.138849032338154
0.3978955528766802,0.4136009129013164
0.050270032354899546,0.19352665817608042
-2.813392441756831,1.6772278731890693
0.7136901193703555,-1.0696268109863936
0.043269574501303476,0.865642210305716
-3.0183079593634097,1.520280037914414
2.188530034627042,-1.1605621277766829
-1.2965108077669296,1.0912237695517444
2.5430212552935805,-0.4805379645425749
-0.7401804012478501,0.5604719305549484
2.282324973450731,-1.3832693567224585
0.6604723910746166,-1.2919117520442112
-1.0731605646135312,1.9563572853486006
-0.10669686202402368,-1.0152075943189667
-3.037471770991984,2.8954320847948596
2.7424575890346654,-1.6472242455681867
-0.13695730451024415,-0.6706535594148951
5.032599178997047,-3.8374783825721335
-2.0316134651472733,1.3862371654498473
3.487121067478028,-2.6332766161061008
2.2478031225109785,-0.8265629325060316
-1.4448160600303894,0.3108601640970958
0.054315907730387136,-0.5596524132781451
3.051857674662721,-2.1718095727820135
1.006999663995533,-0.9813477560270774
4.2620368967400655,-2.7208617514506415
4.413268074041657,-2.25193973273599
-1.8255386082067517,2.6436437375835724
3.0384310412692246,-1.4170288296828095
5.9647570714543185,-3.875324259712424
0.27567935974471036,-0.24467427634905434
3.819991196193711,-2.9895457272154933
0.9079455336178137,-0.9259094356560424
3.195999739986377,-3.5204102933888874
1.3887095631945323,-2.4254316616363027
0.410308697417119,-0.405585757221288
-2.768327897101597,0.7475170925785134
-2.9307579923588425,1.048100790875938
2.3776829668676513,-1.3731058127331872
-1.4046366788999856,1.2473177716271604
0.46604588791860996,-1.1886904572289854
-2.4268673867217805,1.075281588540509
-0.7932009853782847,0.37871370282723293
0.3041175242140691,1.6030257897469817
4.815825879644345,-3.8496875395090595
1.7609850406382064,-2.0869882220501075
-2.462589017710844,0.5608857278842303
0.49171589058412657,-0.8373904636606488
1.3006095691372814,-2.0152048029050795
1.0285654660422257,-1.5965413773661958
-0.37562034678090683,1.5428088360013774
1.0041178086891944,-0.38230539996586904
0.19754035748739837,-0.03141814231129002
2.0761709246426987,-1.5301153533191598
-1.6492363825045573,2.072530972693324
-0.16939934056465586,-0.10570689539588658
-0.2756215042222985,0.5576212998525492
-0.38316977168118077,0.19532055433504197
-0.7860368712195722,-0.49509705226897915
1.107976740472338,-0.151029809641123
3.46557555484019,-2.4849274036452247
